Computational basis states,Probabilities
100111110100111,0.012
100111110101001,0.012
100111110101010,0.012
100111110101101,0.012
100111110101110,0.012
100111110101111,0.012
100111111001110,0.012
100111111100100,0.012
100111111101001,0.012
100111111110101,0.012
101000000000000,0.012
101000000000001,0.024
101000000000010,0.012
101000000001000,0.024
101000000001110,0.012
101000000010000,0.012
101000000010100,0.037
101000000010101,0.012
101000000010110,0.012
101000000011100,0.012
101000000011110,0.012
101000000011111,0.012
101000000100001,0.012
101000000100100,0.012
101000000100110,0.012
101000000100111,0.012
101000000101011,0.012
101000000110011,0.012
101000000110100,0.012
101000000111010,0.012
101000001001011,0.012
101000001001100,0.012
101000001001111,0.012
101000001100100,0.012
101000001101011,0.012
101000001111000,0.024
101000001111100,0.012
101000001111110,0.012
101000010000001,0.012
101000010000010,0.012
101000010000101,0.024
101000010000111,0.012
101000010010100,0.012
101000010011000,0.012
101000010011101,0.012
101000010100001,0.024
101000010100010,0.012
101000010101100,0.024
101000010101101,0.012
101000010110100,0.012
101000010110111,0.012
101000010111001,0.012
101000010111010,0.012
101000010111011,0.012
101000010111100,0.012
101000010111111,0.012
101000011000011,0.012
101000011000100,0.012
101000011000110,0.012
101000011010000,0.012
101000011011001,0.012
101000011100100,0.012
101000011101011,0.012
101000011110010,0.012
101000011111011,0.024
101000100001010,0.012
101000100001100,0.012
101000100001101,0.012
101000100011100,0.012
101000100101100,0.012
101000101101101,0.012
101000101110101,0.012
101000110000011,0.012
101000110001010,0.012
101000110001111,0.012
101000110011101,0.012
101000110100000,0.012
101000110111011,0.012
101000111000000,0.012
101000111010001,0.012
101000111111111,0.012
101001000001000,0.012
101001000001011,0.012
101001000001100,0.012
101001000010000,0.024
101001000100001,0.012
101001000100100,0.024
101001000101011,0.012
101001000110000,0.012
101001000111000,0.012
101001000111101,0.012
101001001000100,0.012
101001001001000,0.012
101001001011100,0.012
101001001100001,0.012
101001001100111,0.012
101001001101010,0.012
101001001110010,0.012
101001001111001,0.024
101001010000000,0.012
101001010000010,0.012
101001010000110,0.012
101001010001000,0.012
101001010001100,0.012
101001010001110,0.012
101001010010111,0.012
101001010101010,0.012
101001010101100,0.012
101001010101110,0.012
101001011000000,0.012
101001011000101,0.024
101001011010110,0.012
101001011100101,0.012
101001011101011,0.024
101001011110011,0.012
101001011111110,0.012
101001100000111,0.012
101001100001101,0.012
101001100001110,0.012
101001100010001,0.012
101001100010110,0.012
101001100011100,0.012
101001100100110,0.012
101001100101100,0.012
101001100101101,0.012
101001100110010,0.012
101001100111001,0.012
101001101000101,0.012
101001101010100,0.012
101001101100001,0.012
101001101111011,0.012
101001101111100,0.012
101001110010011,0.012
101001110100010,0.012
101001110101100,0.024
101001110110101,0.012
101001110111001,0.012
101001111000011,0.012
101001111000110,0.012
101001111010010,0.012
101001111010100,0.012
101001111101100,0.012
101010000000000,0.024
101010000000001,0.012
101010000001101,0.012
101010000001110,0.024
101010000010111,0.024
101010000011100,0.012
101010000011101,0.012
101010000100011,0.012
101010000100111,0.012
101010000101010,0.012
101010000101011,0.012
101010000111000,0.012
101010000111111,0.012
101010001001010,0.012
101010001010010,0.012
101010001011011,0.012
101010001100110,0.012
101010001100111,0.012
101010001110110,0.012
101010010000110,0.012
101010010001001,0.012
101010010001110,0.012
101010010010001,0.012
101010010010110,0.012
101010010011011,0.012
101010010110000,0.012
101010010110101,0.012
101010010110111,0.012
101010011000001,0.012
101010011000011,0.012
101010011000101,0.012
101010011001001,0.012
101010011001111,0.012
101010011010000,0.012
101010011010101,0.012
101010100001000,0.012
101010100011101,0.012
101010100101001,0.012
101010101000000,0.012
101010101000110,0.012
101010110001000,0.012
101010110011111,0.012
101010110100110,0.012
101010110101111,0.012
101010110111011,0.012
101010110111100,0.012
101010110111110,0.012
101010111100000,0.012
101010111100110,0.012
101011000000010,0.012
101011000000100,0.012
101011000000101,0.012
101011000001001,0.012
101011000001100,0.012
101011000011011,0.024
101011000100000,0.012
101011000100011,0.012
101011000100110,0.012
101011000101110,0.012
101011000110000,0.012
101011000110010,0.012
101011000111000,0.012
101011001000110,0.012
101011001010101,0.024
101011001011010,0.012
101011001100000,0.012
101011001101100,0.012
101011001111100,0.012
101011001111110,0.024
101011010000001,0.024
101011010000010,0.024
101011010000101,0.024
101011010000110,0.024
101011010001001,0.012
101011010001110,0.012
101011010010011,0.012
101011010010110,0.012
101011010011000,0.012
101011010011110,0.012
101011010100011,0.012
101011010100100,0.012
101011010110000,0.012
101011010110010,0.012
101011010110101,0.012
101011011001101,0.012
101011011001110,0.012
101011011010010,0.012
101011011100010,0.012
101011011111011,0.012
101011011111100,0.012
101011100001010,0.012
101011100010101,0.012
101011100101010,0.012
101011100101101,0.012
101011100110111,0.012
101011101000101,0.012
101011110110101,0.012
101011111000000,0.012
101011111000110,0.012
101011111011011,0.012
101011111100000,0.024
101100000000000,0.037
101100000000001,0.024
101100000000010,0.012
101100000000100,0.012
101100000000110,0.012
101100000001000,0.012
101100000001011,0.037
101100000001100,0.012
101100000001111,0.024
101100000010110,0.012
101100000011000,0.024
101100000011101,0.012
101100000011110,0.024
101100000100000,0.012
101100000101000,0.037
101100000101010,0.012
101100000110000,0.012
101100000110011,0.012
101100000111011,0.012
101100000111100,0.012
101100001000001,0.012
101100001001010,0.012
101100001010001,0.012
101100001010110,0.012
101100001100100,0.012
101100001111000,0.012
101100010001100,0.012
101100010010101,0.012
101100010011101,0.012
101100010100000,0.012
101100010100101,0.024
101100010101110,0.012
101100010101111,0.012
101100010110111,0.024
101100010111000,0.012
101100010111100,0.012
101100010111111,0.012
101100011000010,0.012
101100011000101,0.012
101100011001011,0.012
101100011011100,0.012
101100011100111,0.012
101100011110001,0.012
101100100001000,0.012
101100100001100,0.012
101100100010001,0.012
101100100011101,0.012
101100100011110,0.012
101100100100000,0.012
101100100101100,0.012
101100100101110,0.012
101100100101111,0.012
101100100110001,0.012
101100100110011,0.012
101100100110100,0.012
101100100111001,0.012
101100101100100,0.012
101100110000011,0.012
101100110100000,0.012
101100110100001,0.012
101100110101110,0.012
101100110110001,0.012
101100111000111,0.012
101100111001101,0.012
101100111011010,0.012
101101000000111,0.012
101101000001010,0.012
101101000001011,0.012
101101000001111,0.024
101101000010101,0.012
101101000011000,0.012
101101000011111,0.037
101101000100110,0.012
101101000110010,0.012
101101001100101,0.012
101101001101110,0.012
101101010000001,0.012
101101010000101,0.012
101101010001011,0.012
101101010010000,0.012
101101010010110,0.024
101101010100010,0.024
101101010100110,0.012
101101010101000,0.012
101101010101101,0.012
101101011000001,0.012
101101011001111,0.012
101101011010111,0.012
101101011100111,0.012
101101011101100,0.012
101101100000001,0.012
101101100010000,0.012
101101100011010,0.012
101101100100111,0.012
101101100101011,0.012
101101100110110,0.012
101101101000110,0.012
101101101001100,0.012
101101101011001,0.012
101101101100101,0.012
101101101101011,0.012
101101101111110,0.012
101101110000100,0.012
101101110010010,0.012
101101110101000,0.012
101101110110111,0.012
101101110111100,0.012
101101111000000,0.012
101101111000111,0.012
101101111101000,0.012
101110000000001,0.012
101110000000100,0.012
101110000001000,0.024
101110000100001,0.012
101110000100110,0.012
101110000101110,0.012
101110000110010,0.012
101110000111010,0.012
101110001000111,0.012
101110001011010,0.012
101110001101000,0.012
101110001110110,0.012
101110010000001,0.012
101110010000011,0.012
101110010000100,0.012
101110010000110,0.012
101110010010010,0.012
101110010010100,0.012
101110010011011,0.012
101110010100011,0.012
101110010100100,0.012
101110010110010,0.012
101110010111111,0.012
101110011000110,0.012
101110011000111,0.012
101110011100010,0.012
101110011101100,0.012
101110100001010,0.012
101110100100010,0.012
101110100101000,0.012
101110101001001,0.012
101110101101110,0.012
101110110001100,0.012
101110110101100,0.012
101110110110101,0.012
101110110110110,0.012
101110111000101,0.012
101110111000111,0.012
101110111100111,0.012
101110111101010,0.012
101110111110111,0.012
101111000000101,0.012
101111000010001,0.024
101111000100010,0.012
101111000101111,0.012
101111000111110,0.012
101111001001001,0.012
101111001010110,0.012
101111001100101,0.012
101111001101001,0.012
101111010000000,0.012
101111010001110,0.012
101111010010011,0.012
101111010100100,0.012
101111010100111,0.012
101111010111010,0.012
101111011001001,0.012
101111011001011,0.012
101111011010101,0.012
101111011100001,0.012
101111011100010,0.012
101111011101001,0.012
101111011101100,0.012
101111011110101,0.012
101111100100000,0.037
101111100100011,0.012
101111100100101,0.012
101111100101010,0.012
101111100111111,0.012
101111101000001,0.012
101111101010110,0.012
101111110000000,0.012
101111110000110,0.012
101111110000111,0.012
101111110001010,0.012
101111110001101,0.012
101111110100001,0.012
110000000000010,0.024
110000000000011,0.024
110000000000100,0.037
110000000000110,0.024
110000000000111,0.012
110000000001000,0.012
110000000001111,0.012
110000000010000,0.037
110000000010010,0.024
110000000010011,0.012
110000000010101,0.012
110000000010111,0.012
110000000011010,0.024
110000000011100,0.012
110000000011110,0.037
110000000100000,0.012
110000000100010,0.012
110000000100011,0.012
110000000100100,0.012
110000000100101,0.024
110000000100110,0.012
110000000100111,0.024
110000000101001,0.012
110000000101110,0.024
110000000101111,0.024
110000000110100,0.012
110000000110111,0.012
110000000111000,0.024
110000000111011,0.012
110000000111100,0.012
110000001000000,0.012
110000001011001,0.012
110000001011111,0.012
110000001100011,0.012
110000001100111,0.012
110000001101101,0.012
110000001101110,0.012
110000001110001,0.012
110000001110110,0.012
110000001111000,0.012
110000001111100,0.012
110000001111110,0.012
110000010000000,0.024
110000010000001,0.012
110000010000010,0.012
110000010000011,0.012
110000010000101,0.012
110000010000110,0.012
110000010001000,0.012
110000010001001,0.012
110000010001101,0.024
110000010001110,0.012
110000010001111,0.012
110000010010010,0.012
110000010010011,0.012
110000010010111,0.012
110000010011001,0.012
110000010011100,0.012
110000010011111,0.012
110000010100001,0.024
110000010100010,0.012
110000010100011,0.012
110000010100100,0.012
110000010100110,0.012
110000010100111,0.012
110000010101000,0.012
110000010101001,0.012
110000010101010,0.012
110000010101011,0.012
110000010101100,0.012
110000010101101,0.012
110000010101110,0.012
110000010101111,0.012
110000010110100,0.012
110000010111000,0.012
110000010111101,0.012
110000010111111,0.012
110000011000100,0.024
110000011000101,0.012
110000011000110,0.012
110000011001101,0.012
110000011001111,0.012
110000011010011,0.012
110000011010101,0.012
110000011011000,0.012
110000011101000,0.012
110000011101011,0.012
110000011101111,0.012
110000011110000,0.012
110000011110011,0.012
110000011110101,0.012
110000011110111,0.012
110000011111101,0.012
110000100010000,0.012
110000100010001,0.012
110000100011000,0.012
110000100011011,0.012
110000100100010,0.012
110000100100101,0.012
110000100101000,0.012
110000100101001,0.012
110000100110110,0.012
110000100110111,0.012
110000100111000,0.012
110000100111100,0.012
110000101000001,0.012
110000101001000,0.012
110000101001010,0.012
110000101011000,0.012
110000101100000,0.012
110000101100011,0.024
110000101101010,0.012
110000101101101,0.012
110000101110111,0.012
110000101111000,0.012
110000110000000,0.012
110000110000010,0.012
110000110000101,0.024
110000110010110,0.012
110000110011000,0.024
110000110011100,0.012
110000110100000,0.012
110000110100100,0.012
110000110100101,0.012
110000110101010,0.012
110000110101111,0.012
110000110111011,0.012
110000110111101,0.012
110000111001010,0.012
110000111011101,0.012
110000111100110,0.012
110000111110000,0.012
110000111110110,0.012
110000111111100,0.012
110001000000000,0.012
110001000000010,0.012
110001000000110,0.037
110001000000111,0.012
110001000001011,0.012
110001000001101,0.012
110001000001110,0.024
110001000001111,0.012
110001000010001,0.012
110001000010010,0.012
110001000010100,0.024
110001000010110,0.037
110001000011001,0.024
110001000011010,0.012
110001000100000,0.012
110001000100001,0.012
110001000100010,0.024
110001000100011,0.024
110001000101001,0.024
110001000101100,0.024
110001000101111,0.012
110001000110100,0.012
110001000111000,0.012
110001000111010,0.012
110001001000010,0.012
110001001001011,0.012
110001001001110,0.024
110001001001111,0.012
110001001010100,0.012
110001001011000,0.012
110001001011011,0.012
110001001101011,0.012
110001001101100,0.012
110001001110000,0.012
110001001110100,0.012
110001001110101,0.012
110001010000010,0.037
110001010000110,0.024
110001010001000,0.024
110001010001001,0.012
110001010001011,0.012
110001010001101,0.012
110001010001110,0.012
110001010010001,0.012
110001010010010,0.012
110001010010110,0.012
110001010010111,0.012
110001010011000,0.012
110001010011001,0.012
110001010100001,0.012
110001010100010,0.024
110001010101010,0.012
110001010101011,0.012
110001010101110,0.024
110001010101111,0.012
110001010110000,0.024
110001010110001,0.024
110001010110010,0.012
110001010110011,0.012
110001010111001,0.012
110001010111101,0.012
110001011000000,0.012
110001011000001,0.012
110001011010110,0.012
110001011011011,0.037
110001011100011,0.012
110001011100101,0.012
110001011110111,0.012
110001100000100,0.012
110001100000110,0.012
110001100011101,0.012
110001100011110,0.012
110001100100000,0.012
110001100101001,0.012
110001100101110,0.012
110001100110001,0.012
110001100111001,0.012
110001100111101,0.012
110001101000110,0.012
110001101001001,0.012
110001101010111,0.012
110001101011101,0.012
110001101100100,0.012
110001101111011,0.012
110001110001000,0.012
110001110001010,0.012
110001110001100,0.012
110001110010100,0.012
110001110010110,0.012
110001110100010,0.012
110001110101110,0.012
110001110110010,0.012
110001110110101,0.012
110001110111000,0.012
110001110111110,0.012
110001110111111,0.012
110001111000101,0.024
110001111001111,0.012
110001111101100,0.012
110001111110100,0.012
110010000000000,0.049
110010000000100,0.012
110010000000101,0.012
110010000000111,0.024
110010000001000,0.012
110010000001010,0.012
110010000001100,0.049
110010000010000,0.024
110010000010101,0.012
110010000011101,0.012
110010000011111,0.012
110010000100000,0.012
110010000100101,0.012
110010000100111,0.012
110010000101001,0.012
110010000101010,0.024
110010000101100,0.024
110010000101110,0.012
110010000110001,0.024
110010000110101,0.012
110010000111000,0.012
110010000111100,0.012
110010000111110,0.037
110010001000000,0.012
110010001000001,0.024
110010001000111,0.012
110010001001010,0.012
110010001001110,0.012
110010001010100,0.012
110010001011000,0.012
110010001100001,0.012
110010001100100,0.012
110010001100111,0.012
110010001101110,0.012
110010001111100,0.012
110010010000000,0.012
110010010000010,0.012
110010010000011,0.024
110010010000100,0.049
110010010000110,0.012
110010010000111,0.024
110010010001001,0.012
110010010001110,0.012
110010010010110,0.012
110010010010111,0.012
110010010011001,0.012
110010010100000,0.012
110010010100001,0.037
110010010100100,0.012
110010010100101,0.012
110010010100111,0.037
110010010101010,0.012
110010010101100,0.012
110010010110000,0.012
110010010111110,0.012
110010010111111,0.012
110010011000000,0.012
110010011010011,0.012
110010011010101,0.012
110010011010110,0.012
110010011011100,0.012
110010011100000,0.012
110010011111110,0.012
110010100000011,0.012
110010100001011,0.012
110010100001101,0.012
110010100001111,0.012
110010100010010,0.012
110010100010100,0.012
110010100010110,0.012
110010100011101,0.012
110010100100011,0.012
110010100101000,0.012
110010100101111,0.012
110010101000111,0.012
110010101001010,0.012
110010101001110,0.012
110010101010110,0.012
110010101011010,0.012
110010101111010,0.012
110010110010100,0.012
110010110100011,0.012
110010110100101,0.012
110010110101001,0.012
110010110110101,0.012
110010110111111,0.012
110010111001101,0.012
110010111010110,0.012
110010111100000,0.012
110010111100110,0.012
110010111101001,0.012
110010111101101,0.012
110011000000000,0.012
110011000000001,0.012
110011000000101,0.012
110011000001000,0.012
110011000001001,0.012
110011000001010,0.012
110011000001011,0.012
110011000001100,0.024
110011000001110,0.024
110011000010011,0.012
110011000011001,0.024
110011000011011,0.037
110011000100000,0.012
110011000100011,0.012
110011000100110,0.037
110011000100111,0.012
110011000101001,0.012
110011000101011,0.012
110011000101100,0.012
110011000101111,0.024
110011000110000,0.012
110011000110101,0.012
110011000110111,0.012
110011000111001,0.012
110011000111011,0.012
110011000111100,0.037
110011000111110,0.012
110011001010010,0.012
110011001010100,0.012
110011001011100,0.012
110011001101101,0.012
110011001110000,0.012
110011001110010,0.012
110011001110011,0.012
110011010000000,0.012
110011010000001,0.012
110011010000010,0.012
110011010000011,0.024
110011010000100,0.012
110011010000110,0.012
110011010000111,0.012
110011010001000,0.012
110011010001001,0.012
110011010001010,0.024
110011010001100,0.012
110011010001101,0.012
110011010001110,0.012
110011010010110,0.012
110011010011111,0.012
110011010100010,0.012
110011010100011,0.024
110011010100101,0.012
110011010101000,0.024
110011010101011,0.012
110011010101100,0.012
110011010101111,0.012
110011010110011,0.012
110011010110101,0.024
110011010111000,0.024
110011010111100,0.012
110011010111111,0.012
110011011000001,0.012
110011011000011,0.024
110011011000111,0.012
110011011001011,0.012
110011011001100,0.012
110011011010001,0.012
110011011011100,0.012
110011011100000,0.012
110011011100011,0.012
110011011101000,0.012
110011011101010,0.012
110011011101100,0.024
110011011101110,0.012
110011011110110,0.012
110011011111011,0.012
110011100000010,0.012
110011100000100,0.012
110011100001110,0.012
110011100010101,0.012
110011100100010,0.012
110011100100100,0.012
110011100101100,0.012
110011100110111,0.012
110011101000010,0.012
110011101001011,0.012
110011101001100,0.012
110011101010100,0.012
110011101101001,0.024
110011101101010,0.024
110011101110011,0.012
110011101111111,0.012
110011110000111,0.012
110011110001100,0.012
110011110001110,0.012
110011110010111,0.012
110011110011000,0.012
110011110100110,0.012
110011110100111,0.012
110011110101111,0.012
110011110110111,0.012
110011110111001,0.012
110011110111010,0.012
110011111100010,0.012
110011111100100,0.012
110011111100110,0.012
110011111101000,0.012
110100000000000,0.024
110100000000010,0.012
110100000000111,0.012
110100000001011,0.024
110100000001100,0.037
110100000001101,0.012
110100000010100,0.012
110100000010101,0.012
110100000011000,0.012
110100000011011,0.024
110100000011101,0.012
110100000100010,0.024
110100000100110,0.012
110100000100111,0.012
110100000101000,0.024
110100000101010,0.012
110100000101100,0.012
110100000101110,0.012
110100000101111,0.024
110100000110011,0.012
110100000110111,0.012
110100000111000,0.012
110100000111011,0.024
110100000111101,0.037
110100001000000,0.012
110100001000100,0.012
110100001000110,0.012
110100001001010,0.012
110100001001011,0.012
110100001001111,0.012
110100001010111,0.012
110100001011011,0.012
110100001101000,0.012
110100001101001,0.012
110100001111001,0.012
110100010000000,0.012
110100010000100,0.024
110100010000101,0.012
110100010000111,0.012
110100010001000,0.012
110100010001011,0.012
110100010001100,0.012
110100010001101,0.012
110100010001110,0.012
110100010001111,0.012
110100010010000,0.012
110100010010011,0.012
110100010010111,0.012
110100010011001,0.012
110100010011110,0.012
110100010011111,0.012
110100010100101,0.012
110100010101001,0.024
110100010101011,0.012
110100010101100,0.012
110100010101101,0.012
110100010101111,0.012
110100010110100,0.012
110100010110111,0.012
110100010111001,0.012
110100010111110,0.024
110100011000001,0.012
110100011000110,0.012
110100011001100,0.012
110100011001110,0.012
110100011010000,0.012
110100011011101,0.012
110100011011111,0.012
110100011100010,0.024
110100011101000,0.012
110100011101010,0.012
110100011111001,0.012
110100100000011,0.012
110100100000100,0.012
110100100001001,0.012
110100100001011,0.024
110100100010101,0.012
110100100011000,0.012
110100100011001,0.012
110100100011011,0.012
110100100011110,0.012
110100100100001,0.012
110100100100010,0.012
110100100101000,0.012
110100100101001,0.012
110100100101100,0.012
110100100101110,0.012
110100100101111,0.024
110100100110011,0.012
110100100111000,0.012
110100100111101,0.012
110100101001100,0.024
110100101001111,0.012
110100101100010,0.012
110100101111000,0.012
110100110000010,0.024
110100110000100,0.012
110100110000101,0.024
110100110001001,0.012
110100110001100,0.012
110100110001101,0.012
110100110001111,0.012
110100110010110,0.012
110100110011000,0.012
110100110100111,0.012
110100110101000,0.012
110100110101110,0.012
110100110111101,0.012
110100110111111,0.012
110100111000000,0.012
110100111000011,0.012
110100111101110,0.012
110100111110000,0.012
110100111111010,0.012
110100111111101,0.012
110101000000000,0.012
110101000000011,0.012
110101000000111,0.012
110101000001001,0.012
110101000001010,0.024
110101000001011,0.024
110101000001111,0.012
110101000010000,0.012
110101000010001,0.024
110101000010010,0.012
110101000010011,0.012
110101000010101,0.012
110101000010110,0.012
110101000011100,0.012
110101000011101,0.024
110101000011110,0.012
110101000011111,0.012
110101000100011,0.012
110101000100101,0.012
110101000100111,0.012
110101000101010,0.012
110101000101011,0.012
110101000111000,0.012
110101000111010,0.012
110101000111101,0.012
110101001000101,0.012
110101001000111,0.012
110101001001110,0.012
110101001010001,0.012
110101001010011,0.012
110101001010110,0.012
110101001011001,0.012
110101001011010,0.012
110101001011110,0.012
110101001101001,0.012
110101001101010,0.012
110101001110100,0.012
110101001111000,0.012
110101010000000,0.012
110101010000001,0.012
110101010000011,0.024
110101010000100,0.012
110101010000101,0.012
110101010000111,0.012
110101010001100,0.012
110101010001111,0.012
110101010010010,0.012
110101010010011,0.037
110101010010101,0.012
110101010011011,0.012
110101010011101,0.012
110101010011110,0.012
110101010100000,0.012
110101010100011,0.037
110101010100101,0.012
110101010100110,0.012
110101010100111,0.012
110101010101000,0.024
110101010101001,0.012
110101010101010,0.012
110101010101100,0.012
110101010101111,0.012
110101010110000,0.012
110101010111000,0.012
110101010111001,0.012
110101010111101,0.012
110101010111111,0.012
110101011000000,0.012
110101011010010,0.024
110101011010100,0.012
110101011011001,0.012
110101011100000,0.012
110101011100011,0.012
110101011110110,0.012
110101100000010,0.024
110101100000110,0.012
110101100001000,0.012
110101100001010,0.024
110101100001100,0.012
110101100001101,0.012
110101100010101,0.012
110101100011001,0.012
110101100100111,0.012
110101100101010,0.024
110101100101101,0.012
110101100101111,0.012
110101100110001,0.012
110101100110110,0.012
110101100111000,0.012
110101100111001,0.024
110101101000010,0.012
110101101001111,0.012
110101101010011,0.012
110101101010101,0.012
110101101011100,0.012
110101101100000,0.012
110101101100010,0.012
110101101100011,0.012
110101101100111,0.012
110101101110011,0.012
110101101111011,0.012
110101110000001,0.024
110101110000101,0.012
110101110001000,0.024
110101110001010,0.012
110101110001111,0.012
110101110010011,0.012
110101110010101,0.024
110101110011000,0.012
110101110100110,0.012
110101110101000,0.012
110101110110010,0.012
110101110111000,0.012
110101110111001,0.012
110101111000010,0.012
110101111001010,0.012
110101111101011,0.012
110101111101111,0.012
110101111110000,0.012
110101111110001,0.012
110101111111000,0.012
110110000000101,0.024
110110000001101,0.012
110110000010001,0.012
110110000010100,0.012
110110000010111,0.012
110110000101010,0.012
110110000101100,0.012
110110000101101,0.012
110110000101111,0.012
110110000111110,0.012
110110000111111,0.012
110110001000000,0.012
110110001000011,0.012
110110001000101,0.012
110110001000110,0.012
110110001000111,0.012
110110001001000,0.012
110110001001100,0.012
110110001010000,0.012
110110001010101,0.012
110110001011011,0.012
110110001100011,0.012
110110001101010,0.012
110110001110111,0.012
110110001111000,0.012
110110001111010,0.012
110110001111110,0.012
110110010000000,0.012
110110010001010,0.012
110110010001011,0.012
110110010001101,0.012
110110010001111,0.012
110110010010000,0.012
110110010010001,0.012
110110010010101,0.012
110110010100001,0.012
110110010100100,0.012
110110010100101,0.012
110110010101011,0.012
110110010101111,0.012
110110010111001,0.012
110110010111100,0.012
110110011000010,0.024
110110011000101,0.012
110110011000111,0.012
110110011011000,0.012
110110011011010,0.012
110110011011111,0.012
110110011100111,0.012
110110011101101,0.012
110110011110000,0.012
110110011110001,0.024
110110011110100,0.012
110110100001001,0.012
110110100001010,0.024
110110100001110,0.012
110110100010110,0.012
110110100011001,0.012
110110100011010,0.012
110110100011011,0.012
110110100100011,0.012
110110100100100,0.012
110110100101100,0.012
110110100101101,0.012
110110100110000,0.012
110110100110100,0.012
110110100111101,0.012
110110100111110,0.024
110110100111111,0.012
110110101000101,0.012
110110110000000,0.012
110110110000100,0.012
110110110000111,0.012
110110110001000,0.012
110110110001001,0.012
110110110001100,0.012
110110110001110,0.024
110110110010001,0.012
110110110010101,0.012
110110110011000,0.012
110110110101001,0.012
110110110101101,0.012
110110110110000,0.012
110110111000100,0.012
110110111001110,0.012
110110111010000,0.012
110110111100010,0.012
110110111110010,0.012
110110111111010,0.012
110110111111111,0.012
110111000000000,0.012
110111000000001,0.012
110111000000110,0.012
110111000001011,0.012
110111000001100,0.012
110111000010000,0.012
110111000010001,0.012
110111000010010,0.024
110111000010101,0.012
110111000011100,0.012
110111000100010,0.024
110111000100011,0.012
110111000100101,0.012
110111000100110,0.012
110111000101010,0.012
110111000101100,0.012
110111000101110,0.012
110111000101111,0.012
110111000110010,0.012
110111000110011,0.012
110111000110111,0.012
110111000111010,0.012
110111000111011,0.012
110111001001010,0.012
110111001001101,0.012
110111001001111,0.012
110111001011011,0.012
110111001100000,0.012
110111001101011,0.012
110111001101110,0.012
110111001111001,0.012
110111001111110,0.012
110111010000000,0.012
110111010000001,0.012
110111010000010,0.012
110111010000100,0.037
110111010001000,0.012
110111010001011,0.024
110111010001101,0.012
110111010001110,0.012
110111010100010,0.012
110111010100100,0.012
110111010100110,0.012
110111010110100,0.012
110111010110101,0.012
110111010111010,0.012
110111010111100,0.012
110111010111110,0.012
110111011000000,0.012
110111011000110,0.012
110111011000111,0.024
110111011011101,0.024
110111011100001,0.012
110111011100101,0.012
110111011101000,0.012
110111011111000,0.024
110111100000000,0.012
110111100000110,0.049
110111100001001,0.024
110111100001100,0.012
110111100010000,0.012
110111100010110,0.024
110111100011110,0.024
110111100100001,0.024
110111100100010,0.012
110111100100101,0.012
110111100100110,0.012
110111100101110,0.012
110111100110000,0.012
110111100110011,0.012
110111101000100,0.012
110111101000101,0.012
110111101000111,0.012
110111101001000,0.012
110111101010010,0.012
110111101010011,0.012
110111101010100,0.012
110111101101011,0.012
110111101110001,0.012
110111101110011,0.012
110111101110111,0.012
110111110000001,0.012
110111110001001,0.012
110111110011011,0.012
110111110100000,0.012
110111110100011,0.024
110111110100110,0.024
110111110101001,0.012
110111110101010,0.012
110111110101111,0.024
110111110110000,0.012
110111110110011,0.024
110111110110101,0.012
110111110110111,0.012
110111110111100,0.012
110111111001010,0.012
110111111001100,0.012
110111111001111,0.012
110111111010010,0.012
110111111100001,0.012
110111111101010,0.012
110111111101100,0.012
111000000000001,0.024
111000000000010,0.012
111000000000011,0.012
111000000000100,0.037
111000000000101,0.012
111000000000110,0.024
111000000000111,0.012
111000000001001,0.037
111000000001010,0.012
111000000001011,0.012
111000000001100,0.012
111000000001101,0.024
111000000001110,0.073
111000000001111,0.012
111000000010000,0.012
111000000010010,0.012
111000000010011,0.024
111000000010100,0.024
111000000011100,0.012
111000000011101,0.012
111000000011110,0.024
111000000011111,0.012
111000000100000,0.024
111000000100001,0.012
111000000100010,0.024
111000000100011,0.037
111000000100100,0.012
111000000100110,0.024
111000000100111,0.037
111000000101001,0.012
111000000101011,0.012
111000000101101,0.012
111000000101111,0.012
111000000110000,0.012
111000000110010,0.024
111000000110011,0.012
111000000110100,0.012
111000000110110,0.024
111000000111011,0.012
111000000111100,0.037
111000000111101,0.012
111000000111110,0.012
111000000111111,0.024
111000001000001,0.012
111000001000010,0.012
111000001000011,0.012
111000001000100,0.012
111000001000110,0.012
111000001001100,0.012
111000001010011,0.012
111000001010110,0.012
111000001011001,0.012
111000001100001,0.012
111000001100010,0.012
111000001100101,0.012
111000001100111,0.012
111000001101110,0.012
111000001111101,0.012
111000001111110,0.012
111000001111111,0.012
111000010000000,0.037
111000010000011,0.012
111000010000100,0.037
111000010000101,0.024
111000010000110,0.024
111000010000111,0.012
111000010001000,0.024
111000010001001,0.012
111000010001100,0.012
111000010001101,0.012
111000010010001,0.012
111000010010011,0.012
111000010010101,0.012
111000010010110,0.012
111000010011100,0.012
111000010011101,0.024
111000010011110,0.024
111000010100000,0.012
111000010100001,0.061
111000010100010,0.024
111000010100101,0.037
111000010101000,0.024
111000010101001,0.049
111000010101010,0.061
111000010101011,0.012
111000010101100,0.012
111000010101101,0.012
111000010101110,0.037
111000010101111,0.012
111000010110000,0.012
111000010110110,0.037
111000010111011,0.012
111000010111101,0.012
111000010111110,0.012
111000010111111,0.012
111000011000010,0.012
111000011000011,0.012
111000011000100,0.012
111000011000101,0.012
111000011000110,0.012
111000011000111,0.012
111000011001000,0.012
111000011001100,0.012
111000011001111,0.012
111000011010001,0.012
111000011010100,0.012
111000011011110,0.012
